"Animal Number","Sick Change Status","Sick Chance","Animal Life No. ","Lactation No.","Lactation days","Day Production","Reproduction Status","Sire","Last Insemination","Inseminate","Days Pregnant","Days to Dry Off","Expected Calving Date","Production Status","Too Late for Milking","Milk Visit Yield","Day Production (24h)","Nr of Refusal","Last Milk","Train Cow","Calving Date","Animal Tag Id"
"AVG","","","","","","","","","","","","","","","","21.0","26.5","","","","",""
"SUM","","","","","","","","","","","","","","","","","","","","","",""
"1434","","","US DD1952","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2025-05-15",""
"1435","","","US DD1953","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2025-05-15",""
"1436","","","DD1954 ","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2025-05-19",""
"1437","","","DD1793","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2025-05-19",""
"1439","","","US DD1957","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2025-05-21",""
"1438","","","US DD1956","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2025-05-21",""
"1441","","","DD1959","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2025-06-18",""
"1442","","","US DD1960","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2025-06-27",""
"1443","","","US DD1961","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2025-06-27",""
"1444","","","US DD1962","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2025-07-02",""
"81","","","US DD1574","1","258","56.9","Pregnant","BOLDNESS SEXED","2026-01-29","","74","146","2026-11-05","In Lactation","","19.0","56.9","0","x","","2025-07-29","3087668"
"0","","","","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2025-08-07",""
"1445","","","USDD1964","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2025-08-08",""
"1446","","","USDD1965","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2025-08-09",""
"1447","","","US DD1966","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2025-08-10",""
"1449","","","USDD1968","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2025-08-12",""
"1450","","","US DD1969","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2025-08-14",""
"1451","","","US DD1970","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2025-08-14",""
"1452","","","US DD1971","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2025-08-15",""
"1453","","","US DD1972","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2025-08-16",""
"1454","","","US DD1973","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2025-08-16",""
"1456","","","US DD1975","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2025-08-22",""
"1457","","","US DD1976","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2025-08-22",""
"1458","","","US DD1977","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2025-08-23",""
"1459","","","US 1978","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2025-08-26",""
"75","","","US DD1583","1","227","34.2","Inseminated","ANGUS BLEND 17","2026-03-19","","","","","In Lactation","","17.6","34.2","0","x","","2025-08-29","3088111"
"1460","","","US DD1979","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2025-09-09",""
"1461","","","US DD1980","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2025-09-13",""
"1462","","","USDD1981","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2025-09-14",""
"1463","","","US DD1982","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2025-09-15",""
"1464","","","US DD1983","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2025-09-17",""
"1465","","","US DD1984","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2025-09-17",""
"1466","","","US DD1985","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2025-09-23",""
"1467","","","US 1986","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2025-09-26",""
"1468","","","US 1987","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2025-09-26",""
"1469","","","US DD1988","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2025-10-05",""
"1470","","","US DD1989","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2025-10-08",""
"20049","","","","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2025-10-28",""
"0","","","","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2025-11-01",""
"1471","","","US DD1990","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2025-11-02",""
"1472","","","US DD1991","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2025-11-02",""
"0","","","","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2025-11-07",""
"0","","","","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2025-11-10",""
"0","","","","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2025-11-19",""
"1473","","","DD 1992","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2025-11-23",""
"1474","","","US DD1993","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2025-11-25",""
"1476","","","US DD1995","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2025-12-14",""
"1475","","","US 1994","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2025-12-10",""
"1477","","","US DD1996","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2025-12-18",""
"1478","","","US DD1997","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2025-12-22",""
"1479","","","US DD1998","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2025-12-23",""
"1480","","","US DD1999","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2025-12-26",""
"1481","","","US DD2000","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2025-12-27",""
"1482","","","US DD2001","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2025-12-31",""
"1485","","","US DD2004","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2026-01-17",""
"1486","","","US D2005","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2026-01-27",""
"0","","","","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2026-02-09",""
"1487","","","US DD2006","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2026-02-11",""
"1488","","","US DD2007","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2026-02-11",""
"1489","","","US DD2008","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2026-02-17",""
"1490","","","US DD2009","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2026-02-18",""
"1491","","","DD2010","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2026-02-19",""
"0","","","","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2026-02-21",""
"1492","","","US DD2011","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2026-02-25",""
"191","","","US DD1578","1","35","43.0","Open","","","","","","","In Lactation","x","21.8","43.0","1","x","","2026-03-09","3183576"
"0","","","","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2026-03-12",""
"1493","","","US DD2012","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2026-03-13",""
"1494","","","US DD2013","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2026-03-13",""
"0","","","","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2026-03-16",""
"0","","","","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2026-03-16",""
"1207","","","US DD1576","","","0.0","Pregnant","Anderson Bull 3-25-2025","2025-12-20","","114","","2026-09-26","Young Stock","","","0.0","","","","2023-05-16",""
"1213","","","US DD1582","","","0.0","Pregnant","","2025-07-22","","265","","2026-04-28","Young Stock","","","0.0","","","","2023-05-16",""
"0","","","","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2026-03-22",""
"1497","","","US 2015","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2026-03-24",""
"1498","","","US DD2017","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2026-03-25",""
"1499","","","US DD2018","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2026-03-25",""
"1500","","","US DD2019","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2026-03-26",""
"1501","","","US DD2020","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2026-03-30",""
"1502","","","US DD2021","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2026-03-30",""
"1503","","","US DD2022","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2026-04-03",""
"0","","","","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2026-04-03",""
"0","","","","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2026-04-12",""
